Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40
order;psychopy_order;image;correctAns;respModal;keyResp_keys;key1;key2;key3;key4;key5;key6;key7;key8;key9;key10;key11;key12;key13;key14;key15;correct;incorrect_correct;subjResponse;frameColor;repSwitch;sequence;target;set;stimulus;keyResp.started;micResp.started;micResp.clip;keyResp.stopped;participant;session;date;expName;psychopyVersion;str_sub(keyResp_rt, start = 1, end = -1)
333;332;REPSWITCH1/PICTURE_178.png;puente;type;['p', 'u', 'n', 'e', 't', 'backspace', 'backspace', 'e'];14.347.737.990.319.700;1.659.153.899.177.900;18.189.795.995.131.100;18.508.990.993.723.200;20.109.081.994.742.100;23.952.024.998.143.300;2.539.228.499.867.020;2.7471195990219712];NA;NA;NA;NA;NA;NA;NA;;;pune;darkblue;filler;1;F;2;Stim1_Set1;1,78E+16;1,36E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h57.15.076.wav;1,79E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.4347737990319729, 1.659153899177909, 1.8189795995131135, 1.8508990993723273, 2.0109081994742155, 2.3952024998143315, 2.539228499867022, 2.7471195990219712]
336;335;REPSWITCH1/PICTURE_175.png;pintor;type;['p', 'i', 'n', 't', 'o', 'r'];1.213.395.698.927.340;14.216.665.998.101.200;15.496.647.991.240.000;16.950.827.995.315.100;17.751.211.989.670.900;1.982116099447012];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;pintor;darkblue;switch;1;T;2;Stim1_Set2;1,80E+16;1,42E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h57.28.897.wav;1,80E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.213395698927343, 1.4216665998101234, 1.5496647991240025, 1.6950827995315194, 1.7751211989670992, 1.982116099447012]
337;336;REPSWITCH1/PICTURE_35.png;oreja;type;['o', 'r', 'e', 'j', 'a'];0.7435271991416812;0.9035360990092158;1.047.533.999.197.180;12.235.173.992.812.600;1.335518199019134];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;oreja;darkblue;nontarget;1;NT;3;Stim5_Set3;1,80E+16;1,36E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h57.33.449.wav;1,81E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.7435271991416812, 0.9035360990092158, 1.047533999197185, 1.2235173992812634, 1.335518199019134]
340;339;REPSWITCH1/PICTURE_576.png;guante;type;['g', 'u', 'a', 'n', 't', 'e'];0.9746375996619463;10.866.328.002.884.900;12.626.240.998.506.500;1.358.683.300.204.570;15.346.948.001.533.700;1.6946435999125242];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;guante;darkblue;switch;1;T;3;Stim1_Set3;1,82E+16;1,31E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h57.47.288.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9746375996619463, 1.0866328002884984, 1.2626240998506546, 1.358683300204575, 1.5346948001533747, 1.6946435999125242]
342;341;REPSWITCH1/PICTURE_517.png;cuerda;type;['c', 'u', 'e', 'r', 'd', 'a'];1.143.232.800.066.470;12.388.009.997.084.700;1.335.397.900.082.170;14.953.894.997.015.500;16.554.546.998.813.700;1.830931100063026];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;cuerda;darkblue;filler;1;F;3;Stim4_Set2;1,83E+16;1,42E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h57.56.614.wav;1,83E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.143232800066471, 1.2388009997084737, 1.335397900082171, 1.4953894997015595, 1.6554546998813748, 1.830931100063026]
343;342;REPSWITCH1/PICTURE_271.png;conejo;type;['c', 'o', 'n', 'e', 'j', 'o'];0.8614113992080092;0.9574034996330738;11.494.018.994.271.700;12.294.049.989.432.000;13.738.634.996.116.100;1.5012609995901585];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;conejo;darkblue;nontarget;1;NT;3;Stim7_Set3;1,83E+16;1,75E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h58.01.300.wav;1,83E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8614113992080092, 0.9574034996330738, 1.1494018994271755, 1.2294049989432096, 1.3738634996116161, 1.5012609995901585]
345;344;REPSWITCH1/PICTURE_552.png;manzana;type;['m', 'n', 'backspace', 'm', 'a', 'n', 'z'];0.9771032994613051;0.9780859993770719;18.899.216.996.505.800;21.448.854.990.303.500;22.725.831.996.649.500;23.856.042.996.048.900;2.608818699605763];NA;NA;NA;NA;NA;NA;NA;NA;;;manz;darkblue;filler;1;F;3;Stim6_Set2;1,84E+15;1,49E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h58.10.544.wav;1,84E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9771032994613051, 0.9780859993770719, 1.8899216996505857, 2.1448854990303516, 2.2725831996649504, 2.3856042996048927, 2.608818699605763]
348;347;REPSWITCH1/PICTURE_152.png;caracol;type;['c', 'backspace', 'a'];1.588.009.899.482.130;2.531.944.098.882.370;2.691936799325049];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;a;darkblue;filler;1;F;3;Stim2_Set2;1,85E+15;1,48E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h58.24.525.wav;1,86E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.588009899482131, 2.531944098882377, 2.691936799325049]
349;348;REPSWITCH1/PICTURE_446.png;cerdo;type;['c', 'e', 'r', 'd', 'o'];10.699.888.998.642.500;12.622.435.996.308.900;13.902.503.000.572.300;15.500.496.001.914.100;1.614108200185001];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;cerdo;darkblue;filler;1;F;3;Stim7_Set2;1,86E+16;1,41E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h58.29.056.wav;1,86E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.0699888998642564, 1.2622435996308923, 1.3902503000572324, 1.5500496001914144, 1.614108200185001]
353;352;REPSWITCH1/PICTURE_320.png;iglesia;type;['i', 'g', 'l', 'e', 's', 'i', 'a'];13.417.048.994.451.700;14.699.086.993.932.700;1.597.778.799.943.620;16.928.812.991.827.700;19.013.432.990.759.600;19.658.306.995.406.700;2.0613564997911453];NA;NA;NA;NA;NA;NA;NA;NA;;;iglesia;darkblue;switch;1;T;3;Stim8_Set3;1,88E+16;1,51E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h58.47.763.wav;1,88E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.3417048994451761, 1.4699086993932724, 1.597778799943626, 1.6928812991827726, 1.9013432990759611, 1.9658306995406747, 2.0613564997911453]
356;355;REPSWITCH1/PICTURE_464.png;goma;type;['g', 'o', 'm', 'a'];1.347.452.299.669.380;14.114.651.000.127.100;15.393.452.001.735.500;1.6682412000373006];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;goma;darkblue;nontarget;1;NT;3;Stim6_Set3;1,89E+16;1,24E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h59.01.651.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.347452299669385, 1.4114651000127196, 1.5393452001735568, 1.6682412000373006]
357;356;REPSWITCH1/PICTURE_464.png;goma;type;['g', 'o', 'm', 'a'];0.9004931999370456;10.130.787.994.712.500;10.770.673.993.974.900;1.6847688993439078];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;goma;darkblue;repeat;1;T;3;Stim6_Set3;1,90E+16;1,19E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h59.06.300.wav;1,90E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9004931999370456, 1.0130787994712591, 1.0770673993974924, 1.6847688993439078]
359;358;REPSWITCH1/PICTURE_235.png;aguja;type;['a', 'g', 'u', 'j', 'a'];11.963.884.998.112.900;145.383.479.911.834;15.802.708.994.597.100;1.789.461.499.080.060;1.9175027990713716];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;aguja;darkblue;nontarget;1;NT;3;Stim4_Set3;1,91E+16;1,29E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h59.15.561.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1963884998112917, 1.45383479911834, 1.5802708994597197, 1.789461499080062, 1.9175027990713716]
360;359;REPSWITCH1/PICTURE_235.png;aguja;type;['a', 'g', 'u', 'j', 'a'];0.7242727996781468;10.122.680.002.823.400;11.882.643.001.154.000;13.162.430.003.285.400;1.4612365998327732];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;aguja;darkblue;repeat;1;T;3;Stim4_Set3;1,91E+16;1,25E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h59.20.204.wav;1,91E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.7242727996781468, 1.0122680002823472, 1.1882643001154065, 1.3162430003285408, 1.4612365998327732]
363;362;REPSWITCH1/PICTURE_338.png;regalo;type;['r', 'e', 'g', 'a', 'l', 'o'];13.140.861.000.865.600;14.419.490.993.022.900;16.172.260.995.954.200;1.826.164.599.508.040;19.371.703.993.529.000;2.0812865998595953];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;regalo;darkblue;nontarget;1;NT;4;Stim6_Set4;1,92E+16;1,50E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h59.34.095.wav;1,93E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.3140861000865698, 1.4419490993022919, 1.6172260995954275, 1.826164599508047, 1.9371703993529081, 2.0812865998595953]
364;363;REPSWITCH1/PICTURE_338.png;regalo;type;['r', 'e', 'g', 'a', 'l', 'o'];0.7986910995095968;0.9586921995505691;1.102.697.399.444.870;12.946.899.002.417.900;14.067.505.998.536.900;1.5027960995212197];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;regalo;darkblue;repeat;1;T;4;Stim6_Set4;1,93E+15;1,40E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h59.38.648.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.7986910995095968, 0.9586921995505691, 1.102697399444878, 1.2946899002417922, 1.4067505998536944, 1.5027960995212197]
365;364;REPSWITCH1/PICTURE_8.png;pierna;type;['p', 'i', 'e', 'r', 'n', 'a'];0.9911591997370124;12.156.288.996.338.800;20.309.823.993.593.400;2.175.010.900.013.140;230.305.889.993.906;2.4310078993439674];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;pierna;darkblue;nontarget;1;NT;4;Stim3_Set4;1,93E+16;1,20E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h59.43.297.wav;1,94E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9911591997370124, 1.2156288996338844, 2.0309823993593454, 2.175010900013149, 2.30305889993906, 2.4310078993439674]
367;366;REPSWITCH1/PICTURE_271.png;conejo;type;['c', 'o', 'n', 'e', 'j', 'o'];0.9777844995260239;11.217.700.988.054.200;16.186.434.989.795.000;1.714.503.599.330.780;2.594.167.198.985.810;2.786157598719001];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;conejo;darkblue;filler;1;F;4;Stim7_Set3;1,94E+16;1,63E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h59.52.590.wav;1,95E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9777844995260239, 1.1217700988054276, 1.6186434989795089, 1.714503599330783, 2.594167198985815, 2.786157598719001]
371;370;REPSWITCH1/PICTURE_319.png;vaca;type;['v', 'a', 'c', 'a'];0.8095383998006582;10.334.907.993.674.200;12.255.440.996.959.800;1.401567599736154];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;vaca;darkblue;switch;1;T;4;Stim1_Set4;1,96E+16;1,32E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h00.11.277.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8095383998006582, 1.0334907993674278, 1.2255440996959805, 1.401567599736154]
373;372;REPSWITCH1/PICTURE_498.png;taza;type;['t', 'a', 'z', 'a'];15.717.843.994.498.200;168.361.989.967.525;18.436.749.000.102.200;1.9710559993982315];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;taza;darkblue;nontarget;1;NT;4;Stim4_Set4;1,97E+16;1,26E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h00.20.461.wav;1,97E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.5717843994498253, 1.68361989967525, 1.8436749000102282, 1.9710559993982315]
377;376;REPSWITCH1/PICTURE_610.png;miel;type;['m', 'i', 'e', 'l'];0.9951990991830826;11.551.902.992.650.800;12.671.979.991.719.100;1.3795722993090749];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;miel;darkblue;filler;1;F;4;Stim2_Set3;1,99E+16;1,39E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h00.38.996.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9951990991830826, 1.1551902992650867, 1.2671979991719127, 1.3795722993090749]
378;377;REPSWITCH1/PICTURE_320.png;iglesia;type;['u', 'backspace', 'i', 'g', 'l', 'e', 's', 'i', 'a'];10.046.738.991.513.800;1.516.474.299.132.820;17.239.786.991.849.500;1.948.501.399.718.220;20.445.179.995.149.300;2.173.503.299.243.740;2.348.529.299.721.120;24.125.084.998.086.000;2.5085158990696073];NA;NA;NA;NA;NA;NA;;;iglesia;darkblue;filler;1;F;4;Stim8_Set3;1,99E+15;1,48E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h00.43.700.wav;2,00E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.0046738991513848, 1.516474299132824, 1.7239786991849542, 1.948501399718225, 2.0445179995149374, 2.173503299243748, 2.348529299721122, 2.4125084998086095, 2.5085158990696073]
380;379;REPSWITCH1/PICTURE_728.png;pulpo;type;['p', 'u', 'l', 'p'];2.005.263.699.218.630;22.290.102.997.794.700;25.490.398.993.715.600;2.9173115994781256];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;pulp;darkblue;switch;1;T;4;Stim8_Set4;2,00E+16;1,31E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h00.52.923.wav;2,01E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;2.005263699218631, 2.2290102997794747, 2.5490398993715644, 2.9173115994781256]
381;380;REPSWITCH1/PICTURE_719.png;baño;type;['b', 'a', 'ñ', 'o'];0.9046614998951554;11.287.514.995.783.500;14.967.109.998.688.100;1.7209423994645476];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;baño;darkblue;nontarget;1;NT;4;Stim2_Set4;2,01E+16;1,58E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h00.57.525.wav;2,01E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9046614998951554, 1.1287514995783567, 1.4967109998688102, 1.7209423994645476]
382;381;REPSWITCH1/PICTURE_719.png;baño;type;['b', 'a', 'ñ', 'o'];0.868826000019908;11.882.414.994.761.300;17.326.883.003.115.600;1.9089722000062466];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;baño;darkblue;repeat;1;T;4;Stim2_Set4;2,01E+15;1,64E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h01.02.130.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.868826000019908, 1.1882414994761348, 1.7326883003115654, 1.9089722000062466]
384;383;REPSWITCH1/PICTURE_235.png;aguja;type;['a', 'g', 'u', 'j', 'a'];0.8803825993090868;121.623.279.992.491;13.762.344.997.376.200;15.042.271.995.916.900;1.6322397999465466];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;aguja;darkblue;filler;1;F;4;Stim4_Set3;2,02E+15;1,25E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h01.11.372.wav;2,02E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8803825993090868, 1.21623279992491, 1.3762344997376204, 1.5042271995916963, 1.6322397999465466]
